Date,CNYUSD=X,AUDUSD=X,GBPUSD=X,CADUSD=X
2021-03,6.571000316854671,1.314268010241711,0.7274500120322334,1.2620799324050818
2021-04,6.471200260665246,1.2857399806953727,0.7167000014524341,1.227620004219089
2021-05,6.367400180939319,1.2970000698084272,0.7052000107604982,1.2077799696118783
2021-06,6.46310018716438,1.330919933309688,0.7224000199102025,1.2396199513216963
2021-07,6.455299779250213,1.3520640046625743,0.7161100185562175,1.2449300196869602
2021-08,6.465100103331602,1.3715100395171613,0.7267199850577518,1.26089002042109
2021-09,6.4696000772778905,1.3927580172003442,0.7447999409743546,1.2753800168457157
2021-10,6.390400163328861,1.3277390210090607,0.724600002366786,1.2346099611438064
2021-11,6.387000335582542,1.3994229717115338,0.7510300174466633,1.2738000016247821
2021-12,6.372099700788251,1.379348061920478,0.7408300227425751,1.2744400762603212
2022-01,6.35099999895899,1.428980044022955,0.7460800063894257,1.275909985812082
2022-02,6.315999975906372,1.3914999416518088,0.7477600024816559,1.2755199347506625
2022-03,6.346200106991691,1.3328000189387514,0.7610999765008815,1.2482299981288323
2022-04,6.625300110640732,1.406700021665769,0.8023200173612988,1.2804600285548755
2022-05,6.660300088765806,1.3898150245213,0.7907000506169709,1.265519976658672
2022-06,6.699800240541975,1.4533899839442195,0.8242800281539814,1.2883299329243116
2022-07,6.745799962284801,1.4284000796903655,0.8214599775867749,1.2806999919694877
2022-08,6.910799947645505,1.4582790408007784,0.857650025222571,1.3089499519750987
2022-09,7.123900214028472,1.5353910071740648,0.8952999731258711,1.3674500543199235
2022-10,7.251399951245909,1.5621801038156202,0.8623700421942664,1.3608100353277213
2022-11,7.1593998932312815,1.4960899914589227,0.8370399869164606,1.3583600206038628
2022-12,6.96309961644718,1.4779780407198542,0.8294400202500005,1.355200102488869
2023-01,6.747799562727947,1.4168119885899841,0.8094799950477465,1.3383800281840363
2023-02,6.943900077335103,1.4830190013506728,0.8290799776872282,1.3573999228791234
2023-03,6.870399909908296,1.4888000232852177,0.8072800061590577,1.3521899763367786
2023-04,6.922299661739211,1.5082050801683788,0.8001600204050817,1.3599699297878054
2023-05,7.0790000666667225,1.534260004568793,0.8056799972646514,1.3599699297878054
2023-06,7.251800364746555,1.5106399837493716,0.7927299421163864,1.3250000848993713
2023-07,7.102799710464196,1.5013199579739627,0.7779700200914651,1.3250999222421125
2023-08,7.283599467965892,1.5434999268141871,0.7866710004833344,1.3535300402834785
2023-09,7.299900001316201,1.5556999623157701,0.8193500274708504,1.349099997764529
2023-10,7.312099665028035,1.5696120581178408,0.8219799619180808,1.3828599123329042
2023-11,7.078900006181352,1.510799959945451,0.7876250057508983,1.359019995327695
2023-12,7.107000021074608,1.4649219153496116,0.785300039074926,1.3229600678906261
2024-01,7.094099735999038,1.5163459939408401,0.7876799558149957,1.3401700269404497
2024-02,7.196000452934293,1.5397169259030061,0.7897000007060468,1.357750021021102
2024-03,7.226500070640207,1.5344999663414962,0.7919999826278691,1.3536000400177013
2024-04,7.237699746530623,1.5239490455116886,0.796190030369392,1.3666699739377266
2024-05,7.233500285475336,1.5082270447149355,0.7855199867478861,1.3683300072285585
2024-06,7.267200007970123,1.503623904740105,0.7907800298585494,1.3699299790826462
2024-07,7.250700313251547,1.5287009289173699,0.7789999509677917,1.384960024725391
2024-08,7.095500112233659,1.4714970300736019,0.7595199761549019,1.348909959389304
2024-09,7.0102998100365665,1.4453399821964525,0.7471999846081546,1.3508799729972418
2024-10,7.1147999992790725,1.5214219657603303,0.7716299906827925,1.3907999811323837
2024-11,7.241800149262815,1.536711986125896,0.7876000108160401,1.4007199793346996
2024-12,7.241800149262815,1.5383500117962794,0.7883200264633798,1.403709973508317
